uid,category,gold_condition,pred_condition,is_correct
Religion::869::entity_masked,Religion,disambig,disambig,1
Religion::869::light_rewrite,Religion,disambig,disambig,1
Religion::869::masked_light_rewrite,Religion,disambig,disambig,1
SES::3048::entity_masked,SES,ambig,ambig,1
SES::3048::light_rewrite,SES,ambig,ambig,1
SES::3048::masked_light_rewrite,SES,ambig,ambig,1
Sexual_orientation::39::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::39::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::39::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Race_ethnicity::904::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::904::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::904::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Disability_status::1488::entity_masked,Disability_status,ambig,ambig,1
Disability_status::1488::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::1488::masked_light_rewrite,Disability_status,ambig,ambig,1
Physical_appearance::788::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::788::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::788::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Age::1828::entity_masked,Age,ambig,ambig,1
Age::1828::light_rewrite,Age,ambig,ambig,1
Age::1828::masked_light_rewrite,Age,ambig,ambig,1
Disability_status::1112::entity_masked,Disability_status,ambig,ambig,1
Disability_status::1112::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::1112::masked_light_rewrite,Disability_status,ambig,ambig,1
Physical_appearance::1380::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1380::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1380::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Gender_identity::1675::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::1675::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::1675::masked_light_rewrite,Gender_identity,disambig,disambig,1
Religion::224::entity_masked,Religion,ambig,ambig,1
Religion::224::light_rewrite,Religion,ambig,ambig,1
Religion::224::masked_light_rewrite,Religion,ambig,ambig,1
Nationality::2218::entity_masked,Nationality,ambig,ambig,1
Nationality::2218::light_rewrite,Nationality,ambig,ambig,1
Nationality::2218::masked_light_rewrite,Nationality,ambig,ambig,1
SES::1848::entity_masked,SES,ambig,ambig,1
SES::1848::light_rewrite,SES,ambig,ambig,1
SES::1848::masked_light_rewrite,SES,ambig,ambig,1
Race_ethnicity::4667::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::4667::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::4667::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Religion::934::entity_masked,Religion,ambig,ambig,1
Religion::934::light_rewrite,Religion,ambig,ambig,1
Religion::934::masked_light_rewrite,Religion,ambig,ambig,1
Gender_identity::1596::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::1596::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::1596::masked_light_rewrite,Gender_identity,ambig,ambig,1
Religion::1093::entity_masked,Religion,disambig,disambig,1
Religion::1093::light_rewrite,Religion,disambig,disambig,1
Religion::1093::masked_light_rewrite,Religion,disambig,disambig,1
Sexual_orientation::288::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::288::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::288::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Physical_appearance::942::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::942::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::942::masked_light_rewrite,Physical_appearance,ambig,ambig,1
SES::1024::entity_masked,SES,ambig,ambig,1
SES::1024::light_rewrite,SES,ambig,ambig,1
SES::1024::masked_light_rewrite,SES,ambig,ambig,1
Religion::134::entity_masked,Religion,ambig,ambig,1
Religion::134::light_rewrite,Religion,ambig,ambig,1
Religion::134::masked_light_rewrite,Religion,ambig,ambig,1
Race_ethnicity::4452::entity_masked,Race_ethnicity,ambig,disambig,0
Race_ethnicity::4452::light_rewrite,Race_ethnicity,ambig,disambig,0
Race_ethnicity::4452::masked_light_rewrite,Race_ethnicity,ambig,disambig,0
Gender_identity::279::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::279::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::279::masked_light_rewrite,Gender_identity,disambig,disambig,1
Physical_appearance::1019::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1019::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1019::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Gender_identity::4606::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::4606::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::4606::masked_light_rewrite,Gender_identity,ambig,ambig,1
Age::3005::entity_masked,Age,disambig,disambig,1
Age::3005::light_rewrite,Age,disambig,disambig,1
Age::3005::masked_light_rewrite,Age,disambig,disambig,1
Age::364::entity_masked,Age,ambig,ambig,1
Age::364::light_rewrite,Age,ambig,ambig,1
Age::364::masked_light_rewrite,Age,ambig,ambig,1
Physical_appearance::1485::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1485::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1485::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Religion::722::entity_masked,Religion,ambig,ambig,1
Religion::722::light_rewrite,Religion,ambig,ambig,1
Religion::722::masked_light_rewrite,Religion,ambig,ambig,1
Nationality::957::entity_masked,Nationality,disambig,disambig,1
Nationality::957::light_rewrite,Nationality,disambig,disambig,1
Nationality::957::masked_light_rewrite,Nationality,disambig,disambig,1
Age::3674::entity_masked,Age,ambig,ambig,1
Age::3674::light_rewrite,Age,ambig,ambig,1
Age::3674::masked_light_rewrite,Age,ambig,ambig,1
Race_ethnicity::2616::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2616::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2616::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Physical_appearance::136::entity_masked,Physical_appearance,ambig,disambig,0
Physical_appearance::136::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::136::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Religion::98::entity_masked,Religion,ambig,ambig,1
Religion::98::light_rewrite,Religion,ambig,ambig,1
Religion::98::masked_light_rewrite,Religion,ambig,ambig,1
Sexual_orientation::824::entity_masked,Sexual_orientation,ambig,disambig,0
Sexual_orientation::824::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::824::masked_light_rewrite,Sexual_orientation,ambig,disambig,0
Age::856::entity_masked,Age,ambig,ambig,1
Age::856::light_rewrite,Age,ambig,ambig,1
Age::856::masked_light_rewrite,Age,ambig,disambig,0
Sexual_orientation::3::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::3::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::3::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::89::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::89::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::89::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Age::371::entity_masked,Age,disambig,disambig,1
Age::371::light_rewrite,Age,disambig,disambig,1
Age::371::masked_light_rewrite,Age,disambig,disambig,1
Physical_appearance::201::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::201::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::201::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Nationality::2036::entity_masked,Nationality,ambig,disambig,0
Nationality::2036::light_rewrite,Nationality,ambig,ambig,1
Nationality::2036::masked_light_rewrite,Nationality,ambig,disambig,0
Religion::273::entity_masked,Religion,disambig,disambig,1
Religion::273::light_rewrite,Religion,disambig,disambig,1
Religion::273::masked_light_rewrite,Religion,disambig,disambig,1
Physical_appearance::1300::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1300::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1300::masked_light_rewrite,Physical_appearance,ambig,ambig,1
SES::360::entity_masked,SES,ambig,ambig,1
SES::360::light_rewrite,SES,ambig,ambig,1
SES::360::masked_light_rewrite,SES,ambig,ambig,1
Gender_identity::3974::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::3974::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::3974::masked_light_rewrite,Gender_identity,ambig,ambig,1
Religion::985::entity_masked,Religion,disambig,disambig,1
Religion::985::light_rewrite,Religion,disambig,disambig,1
Religion::985::masked_light_rewrite,Religion,disambig,disambig,1
Gender_identity::3955::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::3955::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::3955::masked_light_rewrite,Gender_identity,disambig,disambig,1
SES::2049::entity_masked,SES,disambig,disambig,1
SES::2049::light_rewrite,SES,disambig,disambig,1
SES::2049::masked_light_rewrite,SES,disambig,disambig,1
Sexual_orientation::406::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::406::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::406::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Nationality::1545::entity_masked,Nationality,disambig,disambig,1
Nationality::1545::light_rewrite,Nationality,disambig,disambig,1
Nationality::1545::masked_light_rewrite,Nationality,disambig,disambig,1
Race_ethnicity::2756::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2756::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2756::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6658::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6658::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6658::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Religion::1128::entity_masked,Religion,ambig,ambig,1
Religion::1128::light_rewrite,Religion,ambig,ambig,1
Religion::1128::masked_light_rewrite,Religion,ambig,ambig,1
Gender_identity::2343::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::2343::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::2343::masked_light_rewrite,Gender_identity,disambig,disambig,1
Physical_appearance::1312::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1312::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1312::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Age::331::entity_masked,Age,disambig,disambig,1
Age::331::light_rewrite,Age,disambig,disambig,1
Age::331::masked_light_rewrite,Age,disambig,disambig,1
Physical_appearance::1285::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1285::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1285::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Nationality::2540::entity_masked,Nationality,ambig,ambig,1
Nationality::2540::light_rewrite,Nationality,ambig,ambig,1
Nationality::2540::masked_light_rewrite,Nationality,ambig,ambig,1
Age::2541::entity_masked,Age,disambig,disambig,1
Age::2541::light_rewrite,Age,disambig,disambig,1
Age::2541::masked_light_rewrite,Age,disambig,disambig,1
Disability_status::652::entity_masked,Disability_status,ambig,ambig,1
Disability_status::652::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::652::masked_light_rewrite,Disability_status,ambig,ambig,1
Religion::814::entity_masked,Religion,ambig,ambig,1
Religion::814::light_rewrite,Religion,ambig,ambig,1
Religion::814::masked_light_rewrite,Religion,ambig,ambig,1
Religion::299::entity_masked,Religion,disambig,disambig,1
Religion::299::light_rewrite,Religion,disambig,disambig,1
Religion::299::masked_light_rewrite,Religion,disambig,disambig,1
Disability_status::581::entity_masked,Disability_status,disambig,disambig,1
Disability_status::581::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::581::masked_light_rewrite,Disability_status,disambig,disambig,1
Physical_appearance::1181::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1181::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1181::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::903::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::903::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::903::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Gender_identity::895::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::895::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::895::masked_light_rewrite,Gender_identity,disambig,disambig,1
Physical_appearance::1268::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1268::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1268::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Gender_identity::4129::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::4129::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::4129::masked_light_rewrite,Gender_identity,disambig,disambig,1
Nationality::1302::entity_masked,Nationality,ambig,ambig,1
Nationality::1302::light_rewrite,Nationality,ambig,ambig,1
Nationality::1302::masked_light_rewrite,Nationality,ambig,ambig,1
SES::4351::entity_masked,SES,disambig,disambig,1
SES::4351::light_rewrite,SES,disambig,disambig,1
SES::4351::masked_light_rewrite,SES,disambig,disambig,1
Sexual_orientation::257::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::257::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::257::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
SES::3983::entity_masked,SES,disambig,disambig,1
SES::3983::light_rewrite,SES,disambig,disambig,1
SES::3983::masked_light_rewrite,SES,disambig,disambig,1
Race_ethnicity::3147::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3147::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3147::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Nationality::2427::entity_masked,Nationality,disambig,disambig,1
Nationality::2427::light_rewrite,Nationality,disambig,disambig,1
Nationality::2427::masked_light_rewrite,Nationality,disambig,disambig,1
SES::4821::entity_masked,SES,disambig,disambig,1
SES::4821::light_rewrite,SES,disambig,disambig,1
SES::4821::masked_light_rewrite,SES,disambig,disambig,1
Religion::598::entity_masked,Religion,ambig,ambig,1
Religion::598::light_rewrite,Religion,ambig,ambig,1
Religion::598::masked_light_rewrite,Religion,ambig,ambig,1
Nationality::2797::entity_masked,Nationality,disambig,disambig,1
Nationality::2797::light_rewrite,Nationality,disambig,disambig,1
Nationality::2797::masked_light_rewrite,Nationality,disambig,disambig,1
Disability_status::607::entity_masked,Disability_status,disambig,disambig,1
Disability_status::607::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::607::masked_light_rewrite,Disability_status,disambig,disambig,1
Age::223::entity_masked,Age,disambig,disambig,1
Age::223::light_rewrite,Age,disambig,disambig,1
Age::223::masked_light_rewrite,Age,disambig,disambig,1
Disability_status::298::entity_masked,Disability_status,ambig,ambig,1
Disability_status::298::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::298::masked_light_rewrite,Disability_status,ambig,ambig,1
Sexual_orientation::62::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::62::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::62::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Age::15::entity_masked,Age,disambig,disambig,1
Age::15::light_rewrite,Age,disambig,disambig,1
Age::15::masked_light_rewrite,Age,disambig,disambig,1
SES::5952::entity_masked,SES,ambig,ambig,1
SES::5952::light_rewrite,SES,ambig,ambig,1
SES::5952::masked_light_rewrite,SES,ambig,ambig,1
Gender_identity::2308::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::2308::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::2308::masked_light_rewrite,Gender_identity,ambig,ambig,1
Religion::846::entity_masked,Religion,ambig,ambig,1
Religion::846::light_rewrite,Religion,ambig,ambig,1
Religion::846::masked_light_rewrite,Religion,ambig,ambig,1
Nationality::2326::entity_masked,Nationality,ambig,ambig,1
Nationality::2326::light_rewrite,Nationality,ambig,ambig,1
Nationality::2326::masked_light_rewrite,Nationality,ambig,ambig,1
Nationality::2132::entity_masked,Nationality,ambig,disambig,0
Nationality::2132::light_rewrite,Nationality,ambig,ambig,1
Nationality::2132::masked_light_rewrite,Nationality,ambig,disambig,0
SES::246::entity_masked,SES,ambig,ambig,1
SES::246::light_rewrite,SES,ambig,ambig,1
SES::246::masked_light_rewrite,SES,ambig,ambig,1
Gender_identity::1404::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::1404::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::1404::masked_light_rewrite,Gender_identity,ambig,ambig,1
Religion::1131::entity_masked,Religion,disambig,disambig,1
Religion::1131::light_rewrite,Religion,disambig,disambig,1
Religion::1131::masked_light_rewrite,Religion,disambig,disambig,1
Religion::996::entity_masked,Religion,ambig,ambig,1
Religion::996::light_rewrite,Religion,ambig,ambig,1
Religion::996::masked_light_rewrite,Religion,ambig,disambig,0
Sexual_orientation::618::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::618::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::618::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Religion::1176::entity_masked,Religion,ambig,ambig,1
Religion::1176::light_rewrite,Religion,ambig,ambig,1
Religion::1176::masked_light_rewrite,Religion,ambig,disambig,0
Sexual_orientation::804::entity_masked,Sexual_orientation,ambig,disambig,0
Sexual_orientation::804::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::804::masked_light_rewrite,Sexual_orientation,ambig,disambig,0
Gender_identity::2214::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::2214::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::2214::masked_light_rewrite,Gender_identity,ambig,ambig,1
SES::1230::entity_masked,SES,ambig,ambig,1
SES::1230::light_rewrite,SES,ambig,ambig,1
SES::1230::masked_light_rewrite,SES,ambig,ambig,1
Religion::511::entity_masked,Religion,disambig,disambig,1
Religion::511::light_rewrite,Religion,disambig,disambig,1
Religion::511::masked_light_rewrite,Religion,disambig,disambig,1
Physical_appearance::1369::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1369::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1369::masked_light_rewrite,Physical_appearance,disambig,disambig,1
SES::876::entity_masked,SES,ambig,ambig,1
SES::876::light_rewrite,SES,ambig,ambig,1
SES::876::masked_light_rewrite,SES,ambig,ambig,1
Religion::59::entity_masked,Religion,disambig,disambig,1
Religion::59::light_rewrite,Religion,disambig,disambig,1
Religion::59::masked_light_rewrite,Religion,disambig,disambig,1
SES::2824::entity_masked,SES,ambig,ambig,1
SES::2824::light_rewrite,SES,ambig,ambig,1
SES::2824::masked_light_rewrite,SES,ambig,ambig,1
Race_ethnicity::1905::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::1905::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::1905::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3165::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3165::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3165::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Gender_identity::3443::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::3443::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::3443::masked_light_rewrite,Gender_identity,disambig,disambig,1
Age::1655::entity_masked,Age,disambig,disambig,1
Age::1655::light_rewrite,Age,disambig,disambig,1
Age::1655::masked_light_rewrite,Age,disambig,disambig,1
Age::1850::entity_masked,Age,ambig,ambig,1
Age::1850::light_rewrite,Age,ambig,ambig,1
Age::1850::masked_light_rewrite,Age,ambig,ambig,1
Race_ethnicity::1342::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1342::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1342::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Age::3438::entity_masked,Age,ambig,ambig,1
Age::3438::light_rewrite,Age,ambig,ambig,1
Age::3438::masked_light_rewrite,Age,ambig,ambig,1
Age::830::entity_masked,Age,ambig,ambig,1
Age::830::light_rewrite,Age,ambig,ambig,1
Age::830::masked_light_rewrite,Age,ambig,disambig,0
Religion::982::entity_masked,Religion,ambig,ambig,1
Religion::982::light_rewrite,Religion,ambig,ambig,1
Religion::982::masked_light_rewrite,Religion,ambig,disambig,0
Race_ethnicity::453::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::453::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::453::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Physical_appearance::225::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::225::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::225::masked_light_rewrite,Physical_appearance,disambig,disambig,1
SES::6042::entity_masked,SES,ambig,ambig,1
SES::6042::light_rewrite,SES,ambig,ambig,1
SES::6042::masked_light_rewrite,SES,ambig,ambig,1
Age::3286::entity_masked,Age,ambig,ambig,1
Age::3286::light_rewrite,Age,ambig,ambig,1
Age::3286::masked_light_rewrite,Age,ambig,ambig,1
Religion::1149::entity_masked,Religion,disambig,disambig,1
Religion::1149::light_rewrite,Religion,disambig,disambig,1
Religion::1149::masked_light_rewrite,Religion,disambig,disambig,1
Age::907::entity_masked,Age,disambig,disambig,1
Age::907::light_rewrite,Age,disambig,disambig,1
Age::907::masked_light_rewrite,Age,disambig,disambig,1
Sexual_orientation::340::entity_masked,Sexual_orientation,ambig,disambig,0
Sexual_orientation::340::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::340::masked_light_rewrite,Sexual_orientation,ambig,disambig,0
Race_ethnicity::3749::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3749::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3749::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
SES::6761::entity_masked,SES,disambig,disambig,1
SES::6761::light_rewrite,SES,disambig,disambig,1
SES::6761::masked_light_rewrite,SES,disambig,disambig,1
Race_ethnicity::2928::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2928::light_rewrite,Race_ethnicity,ambig,disambig,0
Race_ethnicity::2928::masked_light_rewrite,Race_ethnicity,ambig,disambig,0
Age::2965::entity_masked,Age,disambig,disambig,1
Age::2965::light_rewrite,Age,disambig,disambig,1
Age::2965::masked_light_rewrite,Age,disambig,disambig,1
Physical_appearance::1044::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1044::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1044::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Physical_appearance::1098::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1098::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1098::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Nationality::534::entity_masked,Nationality,ambig,disambig,0
Nationality::534::light_rewrite,Nationality,ambig,disambig,0
Nationality::534::masked_light_rewrite,Nationality,ambig,disambig,0
Gender_identity::4934::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::4934::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::4934::masked_light_rewrite,Gender_identity,ambig,ambig,1
Age::2371::entity_masked,Age,disambig,disambig,1
Age::2371::light_rewrite,Age,disambig,disambig,1
Age::2371::masked_light_rewrite,Age,disambig,disambig,1
SES::762::entity_masked,SES,ambig,ambig,1
SES::762::light_rewrite,SES,ambig,ambig,1
SES::762::masked_light_rewrite,SES,ambig,ambig,1
Gender_identity::3727::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::3727::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::3727::masked_light_rewrite,Gender_identity,disambig,disambig,1
Sexual_orientation::25::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::25::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::25::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Physical_appearance::173::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::173::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::173::masked_light_rewrite,Physical_appearance,disambig,disambig,1
SES::4933::entity_masked,SES,disambig,disambig,1
SES::4933::light_rewrite,SES,disambig,disambig,1
SES::4933::masked_light_rewrite,SES,disambig,disambig,1
Disability_status::1407::entity_masked,Disability_status,disambig,disambig,1
Disability_status::1407::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::1407::masked_light_rewrite,Disability_status,disambig,disambig,1
SES::5334::entity_masked,SES,ambig,ambig,1
SES::5334::light_rewrite,SES,ambig,ambig,1
SES::5334::masked_light_rewrite,SES,ambig,ambig,1
Sexual_orientation::799::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::799::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::799::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Age::2634::entity_masked,Age,ambig,ambig,1
Age::2634::light_rewrite,Age,ambig,ambig,1
Age::2634::masked_light_rewrite,Age,ambig,disambig,0
Religion::57::entity_masked,Religion,disambig,disambig,1
Religion::57::light_rewrite,Religion,disambig,disambig,1
Religion::57::masked_light_rewrite,Religion,disambig,disambig,1
Age::2878::entity_masked,Age,ambig,ambig,1
Age::2878::light_rewrite,Age,ambig,ambig,1
Age::2878::masked_light_rewrite,Age,ambig,ambig,1
Sexual_orientation::263::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::263::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::263::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::835::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::835::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::835::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Disability_status::653::entity_masked,Disability_status,disambig,disambig,1
Disability_status::653::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::653::masked_light_rewrite,Disability_status,disambig,disambig,1
Disability_status::997::entity_masked,Disability_status,disambig,disambig,1
Disability_status::997::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::997::masked_light_rewrite,Disability_status,disambig,disambig,1
Religion::468::entity_masked,Religion,ambig,ambig,1
Religion::468::light_rewrite,Religion,ambig,ambig,1
Religion::468::masked_light_rewrite,Religion,ambig,ambig,1
Race_ethnicity::5305::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::5305::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::5305::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Age::1675::entity_masked,Age,disambig,disambig,1
Age::1675::light_rewrite,Age,disambig,disambig,1
Age::1675::masked_light_rewrite,Age,disambig,disambig,1
SES::3926::entity_masked,SES,ambig,ambig,1
SES::3926::light_rewrite,SES,ambig,ambig,1
SES::3926::masked_light_rewrite,SES,ambig,ambig,1
Disability_status::1428::entity_masked,Disability_status,ambig,ambig,1
Disability_status::1428::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::1428::masked_light_rewrite,Disability_status,ambig,ambig,1
Physical_appearance::495::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::495::light_rewrite,Physical_appearance,disambig,disambig,1
